item,base_price,reference_currency,float_qty,n_listings,ask_min,ask_median,ask_max,pred_mean,pred_std,pred_cv,pred_min,pred_max,factor_mean,factor_std,factor_cv
P250 | Whiteout (Field-Tested),44.25,,147,72,44.0,65.18,344.8,45.7379,2.1127,0.0462,43.18,50.72,1.0336,0.0477,0.0462
Desert Eagle | Firebreathing (Factory New),8.88,,295,109,10.0,19.99,295.51,9.1137,1.2962,0.1422,8.88,19.18,1.0263,0.146,0.1422
CZ75-Auto | Slalom (Minimal Wear),16.19,,196,54,18.09,27.41,210.0,18.785,2.4089,0.1282,16.4,22.05,1.1603,0.1488,0.1282
Glock-18 | Groundwater (Minimal Wear),27.59,,93,43,27.97,46.95,843.7,30.2816,5.2376,0.173,26.96,47.3,1.0976,0.1898,0.173
P90 | ScaraB Rush (Field-Tested),10.84,,165,48,10.88,15.79,40.0,11.3231,1.168,0.1032,10.71,15.07,1.0446,0.1078,0.1032
Glock-18 | Ramese's Reach (Minimal Wear),26.5,,288,105,26.59,39.99,293.41,28.5488,3.4741,0.1217,26.83,56.67,1.0773,0.1311,0.1217
AK-47 | Orbit Mk01 (Minimal Wear),41.87,,423,91,41.03,62.0,250.0,41.8795,0.6964,0.0166,41.23,46.29,1.0002,0.0166,0.0166
Desert Eagle | Mulberry (Field-Tested),3.56,,1651,400,3.44,6.595,188.88,4.7757,1.1559,0.242,3.52,10.81,1.3415,0.3247,0.242
AK-47 | Cartel (Field-Tested),16.85,,1252,315,17.07,28.05,1300.0,17.4572,0.7243,0.0415,16.96,24.69,1.036,0.043,0.0415
AK-47 | Emerald Pinstripe (Well-Worn),2.84,,425,134,2.8,11.915,2399.0,2.8698,0.0734,0.0256,2.81,3.45,1.0105,0.0258,0.0256
AUG | Carved Jade (Minimal Wear),26.23,,32,25,26.37,31.03,60.0,25.3024,0.3202,0.0127,24.97,26.1,0.9646,0.0122,0.0127
AUG | Navy Murano (Well-Worn),3.25,,92,30,3.04,3.45,110.7,3.132,0.011,0.0035,3.11,3.15,0.9637,0.0034,0.0035
CZ75-Auto | Xiangliu (Factory New),36.33,,139,42,36.34,49.445,500.0,40.1614,6.8931,0.1716,35.38,58.98,1.1055,0.1897,0.1716
Desert Eagle | Code Red (Well-Worn),42.05,,89,36,41.37,49.515,149.0,41.645,0.241,0.0058,41.3,42.5,0.9904,0.0057,0.0058
Dual Berettas | Sweet Little Angels (Factory New),17.77,,658,273,19.46,41.99,516.28,21.9877,4.921,0.2238,18.2,51.66,1.2374,0.2769,0.2238
FAMAS | Sergeant (Minimal Wear),30.48,,39,20,34.01,57.84,4500.0,31.8605,3.3559,0.1053,28.9,38.53,1.0453,0.1101,0.1053
Five-SeveN | Fowl Play (Battle-Scarred),18.47,,38,14,18.82,23.025,850.0,20.3393,3.1559,0.1552,17.81,25.68,1.1012,0.1709,0.1552
G3SG1 | Murky (Factory New),3.67,,81,17,3.9,7.11,49.43,4.3424,1.1039,0.2542,3.49,6.05,1.1832,0.3008,0.2542
Galil AR | Cerberus (Well-Worn),30.77,,35,11,30.85,39.52,250.0,30.37,0.4454,0.0147,29.76,30.85,0.987,0.0145,0.0147
Galil AR | Phoenix Blacklight (Field-Tested),84.68,,87,27,83.74,109.9,938.82,85.0374,2.4395,0.0287,82.84,89.33,1.0042,0.0288,0.0287
Glock-18 | Glockingbird (Factory New),9.37,,833,195,9.41,22.99,220.0,12.1616,2.8564,0.2349,9.54,17.02,1.2979,0.3048,0.2349
M4A4 | Faded Zebra (Battle-Scarred),4.45,,82,28,4.4,15.335,400.0,4.5386,0.4351,0.0959,4.26,5.79,1.0199,0.0978,0.0959
M4A4 | Full Throttle (Field-Tested),49.23,,626,166,52.9,78.455,5532.8,53.0345,6.4616,0.1218,48.38,95.79,1.0773,0.1313,0.1218
M4A4 | In Living Color (Well-Worn),35.32,,35,17,33.96,35.6,47.31,34.1635,0.239,0.007,33.96,34.58,0.9673,0.0068,0.007
MAC-10 | Propaganda (Minimal Wear),62.92,,169,54,62.66,89.36,290.55,63.7415,2.0537,0.0322,61.77,68.42,1.0131,0.0326,0.0322
MAC-10 | Toybox (Field-Tested),16.64,,209,56,16.31,24.865,51.0,17.7111,1.9187,0.1083,16.34,24.69,1.0644,0.1153,0.1083
MAG-7 | Core Breach (Factory New),22.94,,97,45,23.0,32.49,350.0,30.4184,6.6344,0.2181,23.67,42.21,1.326,0.2892,0.2181
MP9 | Music Box (Field-Tested),11.87,,86,23,12.17,12.9,69.24,11.3283,0.0652,0.0058,11.13,11.43,0.9544,0.0055,0.0058
MP9 | Setting Sun (Factory New),85.17,,128,63,83.4,269.78,4444.0,91.4197,11.8346,0.1295,84.34,133.84,1.0734,0.139,0.1295
P250 | Cartel (Minimal Wear),14.11,,164,52,13.81,18.645,200.0,14.7335,0.7047,0.0478,14.18,16.55,1.0442,0.0499,0.0478
P90 | Death by Kitty (Field-Tested),86.67,,98,32,83.2,136.31,7514.33,85.9634,1.6783,0.0195,83.65,91.6,0.9918,0.0194,0.0195
SG 553 | Pulse (Minimal Wear),9.79,,347,103,9.6,20.51,4999.99,10.3628,1.3587,0.1311,9.47,16.55,1.0585,0.1388,0.1311
SSG 08 | Death's Head (Field-Tested),24.97,,54,21,24.61,30.8,58.18,24.589,0.3558,0.0145,24.17,25.36,0.9847,0.0143,0.0145
Tec-9 | Bamboo Forest (Field-Tested),10.62,,101,37,10.13,13.04,70.0,10.5903,0.2832,0.0267,10.36,11.37,0.9972,0.0267,0.0267
Tec-9 | Hades (Factory New),43.91,,66,31,45.49,68.0,475.0,51.3674,8.723,0.1698,43.39,71.88,1.1698,0.1987,0.1698
XM1014 | Teclu Burner (Factory New),12.62,,104,33,12.0,18.57,799.0,15.037,2.7572,0.1834,12.26,19.02,1.1915,0.2185,0.1834
MP7 | Army Recon (Factory New),2.55,,102,49,2.7,3.9,45.0,3.0767,0.4119,0.1339,2.6,4.04,1.2066,0.1615,0.1339
Tec-9 | Remote Control (Minimal Wear),7.17,,303,90,7.14,10.305,133.7,8.0837,1.0007,0.1238,7.37,14.92,1.1274,0.1396,0.1238
AK-47 | Crane Flight (Minimal Wear),43.81,,602,150,50.44,66.72999999999999,555.75,44.3541,3.7467,0.0845,43.73,78.05,1.0124,0.0855,0.0845
