item,status,error,sort_by,collected_at_utc,base_price,currency,n_listings,cap_hit,discount_sample_n,avg_discount,median_discount,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_band_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_discount_risk_score,steam_daily_ret_3d,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,trade_days,steam_trade_currency,risk_collected_at_utc
AK-47 | Aquamarine Revenge (Minimal Wear),ok,,best_deal,2026-04-17T00:32:58.323907+00:00,73.6,,50,True,8,-0.0014349808811427,0.0004162619675314,72.48875,72.3825,1/1,87.6595,86.245,82.0838,83.2715,90.1,92.1274,79.843,111.96,63,7.789800306869184,11.45751458769443,4.747004032649067,0.9517514058786016,1.26,-0.0418228524246853,0.0511872210147468,0.009686235556229,-0.0022151089306204,,0.1032476086195302,0.0676367436095533,7,3,2026-04-27T02:26:55.617767+00:00
Dual Berettas | Twin Turbo (Minimal Wear),ok,,best_deal,2026-04-17T09:51:05.827557+00:00,7.92,,50,True,8,0.0250784716740127,0.0255943628719945,8.42875,8.65,1/1,8.6837,8.69,7.9903,8.3247,8.895,9.4563,3.944,14.495,82,6.567476997132554,16.882204590209245,8.057625205845424,0.919482163406214,1.64,-0.0470657018470449,-0.0389639895490173,-0.0928586746729572,-0.0174972945428555,,0.1627068557919619,0.0025413711583923,7,3,2026-04-27T02:42:44.074824+00:00
FAMAS | Bad Trip (Field-Tested),ok,,best_deal,2026-04-17T09:57:12.960322+00:00,51.36,,50,True,8,0.0102840472804085,0.0,52.9875,53.56,1/1,60.4534,60.362,56.451,58.799,62.997,64.102,49.076,66.091,716,6.944191724534932,12.656029272133582,6.469445887245384,0.9352075809283986,14.32,-0.0307052362861136,0.0675250262338222,0.0229028345250255,0.0057111871883417,0.0106496567613623,0.0948807164812533,0.0798396030643927,7,3,2026-04-27T02:42:54.534983+00:00
FAMAS | Commemoration (Field-Tested),ok,,best_deal,2026-04-17T09:59:33.794657+00:00,34.43,,50,True,8,0.0135146114264919,0.0173140710546297,34.485,34.96,1/1,40.402,40.104,37.6548,38.197,42.532,43.2458,33.332,43.947,99,10.729666848175818,13.838423840403944,6.062076134844804,0.9389287851585876,1.98,-0.037621824640431,0.043852469836576,-0.0736610280680382,-0.0165690072332725,-0.0505083875207403,0.2098487530982851,0.042010218018109,7,3,2026-04-27T02:43:05.558299+00:00
FAMAS | Commemoration (Minimal Wear),ok,,best_deal,2026-04-17T09:59:37.963764+00:00,37.34,,50,True,8,-0.0028788162241907,-0.0089046695942293,38.1875,38.08125,1/1,45.1334,45.482,41.699,43.6075,47.005,47.2995,41.235,49.673,80,7.527684597216254,12.408770444947653,8.381819229218275,0.9168242381601512,1.6,-0.078397541556957,-0.0181390440174135,-0.0569340907651045,0.0044583113925043,-0.0163352978267006,0.1330698434735874,0.0285733479633651,7,3,2026-04-27T02:43:12.902253+00:00
FAMAS | Cyanospatter (Factory New),ok,,best_deal,2026-04-17T10:01:57.634595+00:00,22.31,,26,False,8,0.1205904573898095,0.1231510014346528,24.17375,27.52875,1/1->1/1,18.6416,18.56,16.836,17.794,19.803,20.5058,13.077,22.321,55,10.776971933739594,19.686078448201883,9.248133207450008,0.9071120689655172,2.1153846153846154,0.037979358733466,0.1143414288246764,-0.243956220182015,-0.0263236881329363,,0.4530703149856823,0.1026089723194399,7,3,2026-04-27T02:43:20.607936+00:00
FAMAS | Dark Water (Minimal Wear),ok,,best_deal,2026-04-17T10:02:51.707239+00:00,71.41,,26,False,8,-0.0213992903044948,-0.0182966798543019,71.88125,70.35875,1/1->1/1,64.8327,64.698,62.544,62.8645,66.762,66.792,53.036,75.407,11,6.011626848796982,6.552249096520744,3.3223974938572605,0.9667068533803208,0.4230769230769231,-0.0515586977211438,0.0012256072326743,-0.1671455241172031,0.0063411251330248,,0.256935281306138,0.0012241069583326,7,3,2026-04-27T02:43:27.743337+00:00
FAMAS | Faulty Wiring (Factory New),ok,,best_deal,2026-04-17T10:05:41.221334+00:00,21.05,,50,True,8,0.1650851909788897,0.1540371289698827,25.17875,30.1825,1/1,18.6945,18.452,15.153,17.298,20.982,21.204,15.068,21.311,199,19.706330738987408,32.367808713792826,17.646901495092145,0.8212117927595924,3.98,0.0025607628831626,0.0273261452450224,-0.1483163072266363,-0.0166911954794599,-0.0876483861547969,0.4311417147934251,0.073300755219902,7,3,2026-04-27T02:43:37.345539+00:00
FAMAS | Night Borre (Minimal Wear),ok,,best_deal,2026-04-17T10:52:51.185496+00:00,11.47,,24,False,8,0.0079293896375626,0.0201143681989785,11.38625,11.47375,1/1->1/1,12.7318,12.4685,11.7645,12.327,13.0085,14.256,11.341,14.299,16,5.352738811479915,19.569110416437585,5.529461662922765,0.9435377150419056,0.6666666666666666,-0.0429282519993379,-0.0542427497314715,-0.0343882187059376,-0.0291853156602954,,0.2482355804331954,0.033503691084611,7,3,2026-04-27T02:43:44.140692+00:00
FAMAS | Pulse (Factory New),ok,,best_deal,2026-04-17T10:54:30.049945+00:00,63.77,,50,True,8,0.0418561846421117,0.0493066928788041,68.24625,70.975,1/1,62.5328,61.814,53.9455,57.0442,68.6958,70.18,51.57,94.602,126,18.63278151626028,25.96157536524832,12.582996443466463,0.8727068301679232,2.52,-0.0730429265229903,0.2817796610169492,-0.0266296809986128,0.0083299434786974,,0.3746936449130806,0.2198347107438017,7,3,2026-04-27T02:43:52.683310+00:00
FAMAS | Rapid Eye Movement (Field-Tested),ok,,best_deal,2026-04-17T10:55:10.623639+00:00,7.12,,50,True,8,0.0469120788313725,0.0427861452674654,7.6475,8.02625,1/1,7.9243,7.859,7.713,7.769,8.077,8.256,7.538,8.794,2273,3.88677864290852,6.852340269803013,1.8424340320280643,0.981422572846418,45.46,0.0618293226203761,0.0103319126953378,-0.0445774303859306,-0.0098890861799319,-0.0299559783630304,0.0945289530870509,0.0102262559120542,7,3,2026-04-27T02:44:00.907413+00:00
FAMAS | Rapid Eye Movement (Minimal Wear),ok,,best_deal,2026-04-17T10:55:14.438995+00:00,9.06,,50,True,8,0.0170487685700289,0.0154020061578977,9.09,9.25,1/1,10.228,10.094,9.837,9.982,10.564,10.777,9.299,11.309,993,5.6902620258115055,9.190457567461864,2.5127102072741465,0.9745393302952248,19.86,0.0183079525790976,-0.0123395609296794,-0.0642313832284721,-0.0137967474736162,-0.0337306969890792,0.0839939789262418,0.002508780732564,7,3,2026-04-27T02:44:11.148910+00:00
FAMAS | Rapid Eye Movement (Well-Worn),ok,,best_deal,2026-04-17T10:55:19.020589+00:00,6.73,,50,True,8,-0.0003692664348402,0.0,6.705,6.702500000000001,1/1,7.5319,7.463,7.273,7.361,7.743,7.936,6.848,8.082,1164,5.071761441336191,8.802559779073013,2.522603858256222,0.9745410692750904,23.28,0.0021096686306619,0.0436437797416722,-0.0300732878443265,-0.0065187856223781,-0.019945144107044,0.1111255862428347,0.0418186555497654,7,3,2026-04-27T02:44:18.650276+00:00
FAMAS | Sergeant (Minimal Wear),ok,,best_deal,2026-04-17T10:57:53.903115+00:00,37.64,,20,False,8,-0.038837012930489,0.0075196520049461,40.95,39.86375,1/1->1/1,35.785,35.473,32.952,34.6058,37.3978,38.93,31.452,39.956,6,7.802151739555666,16.705323459550097,7.044851194634625,0.928931863670961,0.3,-0.1070066578306985,-0.1233869394353242,-0.1844207032465511,-0.0238174839128067,,0.2665649243291363,0.0,7,3,2026-04-27T02:44:26.001390+00:00
FAMAS | Valence (Factory New),ok,,best_deal,2026-04-17T11:10:49.388666+00:00,47.05,,50,True,8,0.0011307828484334,-0.0009800126012463,47.22,47.27,1/1,43.8379,43.545,39.8534,41.28,47.12,49.0288,27.622,50.492,33,13.321806017167786,20.93029091265776,8.421023817290521,0.915223332185096,0.66,-0.0786772935636707,0.059652270908606,-0.1474031295118429,-0.0274504185606178,,0.3475365569006155,0.0899562919059932,7,3,2026-04-27T02:44:36.253304+00:00
FAMAS | Yeti Camo (Factory New),ok,,best_deal,2026-04-17T11:12:43.292213+00:00,4.06,,50,True,8,0.0141406841164426,0.0109314567400473,5.17375,5.255,1/1,4.5401,4.479,4.333,4.369,4.619,4.923,3.931,6.256,815,5.506486641263408,12.995308473381645,3.2157881984978287,0.9674034382674704,16.3,0.0067437241940402,-0.0013720557969357,0.0039080459770115,-0.0177158887543042,-0.0543146169545413,0.2168536752919624,0.0038928326081979,7,3,2026-04-27T02:44:45.071337+00:00
Five-SeveN | Case Hardened (Minimal Wear),ok,,best_deal,2026-04-17T11:53:29.363149+00:00,18.8,,50,True,8,0.0207446808510638,0.023404255319149,18.41,18.8,1/1,23.7104,22.6665,20.798,22.102,24.4245,27.58,19.068,34.178,26,9.795279708482346,28.60348201633039,7.880508131452868,0.917565570335076,0.52,-0.0544235287045694,0.0337499133729122,-0.0026743926899932,-0.0148967917589877,,0.5233743016759776,0.0577653631284916,7,3,2026-04-27T02:44:54.405053+00:00
Five-SeveN | Copper Galaxy (Factory New),ok,,best_deal,2026-04-17T11:54:55.081947+00:00,43.56,,50,True,8,0.0045882783587183,0.0024038461538461,48.10125,48.325,1/1,43.613,42.73,39.9815,40.7632,46.6213,49.4635,35.246,51.998,46,13.43200421892555,21.7412239469883,6.302020039896361,0.9356775099461736,0.92,-0.0527658974661743,0.0437208619360522,-0.1545895156254645,-0.0322580617455805,,0.2674216844869631,0.052804351903958,7,3,2026-04-27T02:45:03.499577+00:00
Five-SeveN | Fowl Play (Battle-Scarred),ok,,best_deal,2026-04-17T11:59:49.515910+00:00,19.66,,15,False,8,-0.0466188893536799,-0.0333013949930334,21.785,20.8975,1/1->1/1,21.2495,21.3735,18.8621,20.6635,22.367,23.133,18.256,23.61,20,8.01665921551096,20.09882585472598,11.818631026612382,0.882499356680001,1.3333333333333333,-0.1574456639139118,-0.1029488974448723,-0.0575066654408384,-0.0007830455507191,-0.0252506783724747,0.2002389894161829,0.0151441252499634,7,3,2026-04-27T02:45:12.233096+00:00
Five-SeveN | Heat Treated (Battle-Scarred),ok,,best_deal,2026-04-17T12:01:01.209995+00:00,4.4,,50,True,8,-0.0385274235537743,-0.031164479335211,4.72375,4.55,1/1,5.2414,5.168,4.914,4.991,5.328,5.572,4.273,9.858,389,6.429579883237316,12.55389781356127,4.846033502499341,0.9508513931888544,7.78,-0.0681178682606456,-0.0205301973290812,-0.0334382376081825,-0.0085433849522438,-0.0113176505669418,0.1332926332926333,0.0,7,3,2026-04-27T02:45:21.663070+00:00
Five-SeveN | Heat Treated (Field-Tested),ok,,best_deal,2026-04-17T12:01:09.086996+00:00,4.71,,50,True,8,-0.00186962003286,0.0010526315789473,4.74375,4.735,1/1,5.6418,5.538,5.248,5.4135,5.767,6.188,5.025,19.606,976,6.265730795136311,16.6613492147896,5.140203481158497,0.9476345250993138,19.52,-0.0270281077156493,-0.0617085785625111,-0.019019205668469,-0.0058021019139802,-0.0111710079722484,0.1360957992777039,0.0024710131153772,7,3,2026-04-27T02:45:28.945942+00:00
Five-SeveN | Retrobution (Factory New),ok,,best_deal,2026-04-17T12:49:37.708371+00:00,30.14,,23,False,8,-0.0202317128684504,-0.0250446678333841,32.36,31.73625,1/1->1/1,29.1226,27.7255,25.7864,27.1435,32.845,33.328,23.298,33.657,28,19.577578924958623,25.896039501967557,6.658402752501494,0.9300607743773782,1.2173913043478262,-0.0798988935918584,0.0099631400313857,-0.1772383344977774,-0.041459297823361,,0.3122064031220642,0.065151405651514,7,3,2026-04-27T02:45:37.483388+00:00
Five-SeveN | Violent Daimyo (Factory New),ok,,best_deal,2026-04-17T12:54:03.655428+00:00,3.79,,50,True,8,0.0870925100456565,0.0839057958650993,5.08875,5.5725,1/1,3.7351,3.671,3.513,3.573,3.795,4.128,3.022,5.564,246,5.943615967443976,16.465422612513727,4.230141093946612,0.9569599564151458,4.92,0.0602375332406487,-0.0275054466230936,-0.1668222118525431,-0.0246664250633131,-0.0676391895275724,0.2528703444413329,0.0,7,3,2026-04-27T02:45:47.668881+00:00
Five-SeveN | Withered Vine (Factory New),ok,,best_deal,2026-04-17T12:54:44.563538+00:00,19.74,,22,False,8,0.0259511343963138,0.0282266967713444,22.16,22.83,1/1->1/1,18.1794,18.11,17.234,17.316,18.649,20.4178,16.512,22.0,232,7.332475219204164,17.5132292594915,4.818640879236925,0.9516289342904474,10.545454545454543,-0.0009870536801008,0.201722941720629,-0.0106150038080731,-0.0096217162318773,0.0085193528805493,0.1785903295645898,0.1678614385374068,7,3,2026-04-27T02:45:57.338184+00:00
Five-SeveN | Withered Vine (Field-Tested),ok,,best_deal,2026-04-17T12:54:53.949486+00:00,4.42,,15,False,8,-0.0068367615438777,-0.004739336492891,4.25,4.22125,1/1->1/1,4.3069,4.295,3.8434,4.03,4.583,4.782,3.833,4.782,9,12.83986161740463,21.79293691518262,10.48550001160928,0.8948544819557626,0.6,-0.107609362006852,0.0657568238213399,-0.09464586846543,-0.0289215247908344,,0.4019790454016297,0.1060535506402793,7,3,2026-04-27T02:46:04.992913+00:00
G3SG1 | Flux (Field-Tested),ok,,best_deal,2026-04-17T13:02:35.535130+00:00,6.82,,50,True,8,-0.0495129611995454,-0.0581039755351682,6.9225,6.5975,1/1,8.2473,8.295,7.5402,7.862,8.532,8.684,5.42,13.933,99,8.123870842578782,13.868781298121808,9.152086137281296,0.909005424954792,1.98,-0.1315494972908332,0.0399184847758331,0.0832917082917084,0.0083892443882327,0.0154423930235076,0.1808645533141211,0.1349855907780981,7,3,2026-04-27T02:46:13.992171+00:00
Galil AR | Blue Titanium (Factory New),ok,,best_deal,2026-04-17T16:23:08.011028+00:00,20.88,,50,True,8,0.0914612555888307,0.0735566432717536,21.59875,23.81,1/1,21.0177,21.067,18.991,19.937,22.221,22.751,17.092,26.335,143,10.867031121388155,17.889683457276494,9.877389057794144,0.9014572554231736,2.86,0.0044191111043243,0.0571682903911774,-0.0894880313484965,-0.0084812765975324,-0.034342969424469,0.2981475417504795,0.1115217289610327,7,3,2026-04-27T02:46:23.648206+00:00
Galil AR | Connexion (Factory New),ok,,best_deal,2026-04-17T17:16:22.030283+00:00,5.91,,50,True,8,0.0134372275146083,0.0084961828534469,5.96,6.04375,1/1,6.3961,6.436,6.0584,6.171,6.568,6.7056,5.513,7.777,272,6.206907334156743,10.118666062131608,5.903597504729447,0.9413300186451212,5.44,-0.0294210301854899,-0.138702801461632,-0.1634131913635018,-0.0244617025311517,-0.0729390734322524,0.2085911260385362,0.0,7,3,2026-04-27T02:46:31.631037+00:00
Galil AR | Control (Factory New),ok,,best_deal,2026-04-17T17:16:52.357504+00:00,7.6,,50,True,8,0.0198194517013643,0.0185054133204727,7.52,7.6725,1/1,7.6215,7.589,7.136,7.248,7.876,8.453,6.065,8.76,803,8.2398477989897,17.28006297972839,5.943711867742573,0.9403083410198972,16.06,-0.0149780864394313,-0.0316308366424756,-0.1673142588013658,-0.032060842190356,-0.1051952925651803,0.3208427601809954,0.0,7,3,2026-04-27T02:46:41.328022+00:00
Galil AR | Crimson Tsunami (Factory New),ok,,best_deal,2026-04-17T17:17:29.833920+00:00,18.14,,50,True,8,0.0333298348131115,0.0317863382309021,18.16875,18.795,1/1,18.8609,18.751,16.797,17.948,19.672,22.1907,0.053,22.713,132,9.140603046514215,28.59725675869125,10.360057049239437,0.8957922244146979,2.64,-0.0590487080063017,-0.0137136889548465,-0.2013885798210869,-0.0294943456325012,-0.0751514849070197,0.2521734284440483,0.0,7,3,2026-04-27T02:46:48.360732+00:00
Galil AR | Kami (Factory New),ok,,best_deal,2026-04-17T17:23:57.744810+00:00,17.66,,30,False,8,0.0090187219591239,-0.0065411155836687,18.3275,18.50625,1/1->1/1,17.2571,16.239,15.6488,15.999,18.623,19.3372,14.743,22.452,79,15.205335774840504,21.37323188716528,3.420041606063598,0.963655397499846,2.6333333333333333,-0.0139755892370928,-0.0829471588965261,-0.2480363154136489,-0.0431309569314874,-0.1148109960367741,0.3663433493861492,0.0,7,3,2026-04-27T02:46:58.736199+00:00
Galil AR | Rocket Pop (Factory New),ok,,best_deal,2026-04-17T17:36:32.272622+00:00,18.06,,50,True,8,0.0045390934030964,0.0096782302664656,19.43375,19.51625,1/1,19.3759,19.452,18.0044,18.704,19.667,20.973,16.444,22.58,63,4.970091711868873,15.321094762049755,7.471136824612025,0.925580917129344,1.26,-0.0630901060600758,0.0037303833290456,-0.137485077596498,-0.0273505117816722,,0.2235550429322054,0.064154812251698,7,3,2026-04-27T02:47:08.865191+00:00
Galil AR | Signal (Factory New),ok,,best_deal,2026-04-17T17:39:16.334573+00:00,6.18,,50,True,8,0.0044561074662754,0.0037761904761904,6.5575,6.5875,1/1,6.4557,6.363,6.0582,6.213,6.76,6.837,5.575,6.869,389,8.473132270706502,12.063757609554338,4.72140898740648,0.952098066949552,7.78,-0.0238880920896673,-0.0358758888170651,-0.1263728217894273,-0.0237170616893018,-0.0654777382256137,0.2276231981226952,0.0,7,3,2026-04-27T02:47:17.985901+00:00
Glock-18 | Bunsen Burner (Factory New),ok,,best_deal,2026-04-17T18:21:45.218110+00:00,10.14,,50,True,8,0.1011655880009274,0.0900012262962508,11.74875,13.04875,1/1,10.4129,10.132,9.8324,9.991,10.66,11.5937,8.547,12.072,122,6.424723179901857,16.9145963180286,2.87720039566307,0.9704303197789182,2.44,0.0831247528957273,0.0019654088050313,-0.1472777452538263,-0.0246998689012067,-0.0539724196368207,0.1922812867791292,0.0179972538250294,7,3,2026-04-27T02:47:28.621640+00:00
Glock-18 | Catacombs (Factory New),ok,,best_deal,2026-04-17T18:22:35.716915+00:00,7.15,,50,True,8,0.0893884813012718,0.0887384176764077,9.5875,10.53125,1/1,7.5463,7.247,7.0221,7.145,8.229,8.709,4.385,8.846,204,14.36465552654943,22.354001298649663,2.980268475941851,0.968966468883676,4.08,0.0737030707875316,-0.0079949944382649,-0.1903654108034499,-0.03271806705061,-0.073122858410727,0.2433947718831034,0.0,7,3,2026-04-27T02:47:38.465960+00:00
Glock-18 | Clear Polymer (Factory New),ok,,best_deal,2026-04-17T18:23:22.176224+00:00,7.44,,50,True,8,0.0933484889593504,0.0941591701736097,8.22125,9.07125,1/1,8.1592,7.888,7.478,7.704,8.679,9.401,5.043,13.854,186,11.94970095107364,23.568487106579077,5.025002451220709,0.9480223123732252,3.72,0.056577304419825,0.0054575453737784,-0.1656661400737229,-0.0383491761814023,,0.2620550366069174,0.0497349154253976,7,3,2026-04-27T02:47:47.849916+00:00
Glock-18 | Grinder (Minimal Wear),ok,,best_deal,2026-04-17T19:09:56.888317+00:00,3.33,,50,True,8,-0.016856618223152,-0.0161982370089707,3.47625,3.41875,1/1,3.989,4.0,3.727,3.8615,4.1345,4.1762,3.342,5.841,239,6.843820506392582,11.260967661067934,6.843820506392582,0.93175,4.78,-0.0700562665186672,0.0044201768070721,-0.0769414575866187,-0.0165045847569411,-0.0335110812799086,0.1304685477608076,0.0352057986021227,7,3,2026-04-27T02:47:54.768149+00:00
Glock-18 | Ironwork (Factory New),ok,,best_deal,2026-04-17T19:11:22.208414+00:00,23.71,,50,True,8,0.1051289549907989,0.1069110830172777,27.56625,30.81625,1/1,27.7601,27.657,25.546,27.076,28.6175,29.445,22.734,33.44,79,5.552933887125764,14.045338453391745,7.604439465275703,0.9236721264056116,1.58,0.0373169544573064,0.0682895866781165,-0.0557718962444723,-0.0096437725155278,,0.1708723612470292,0.1118062351460924,7,3,2026-04-27T02:48:06.199552+00:00
Glock-18 | Mirror Mosaic (Battle-Scarred),ok,,best_deal,2026-04-17T19:11:50.855473+00:00,5.08,,50,True,8,0.0466219057581521,0.0433643825851936,5.265,5.5175,1/1,5.2859,5.297,5.1407,5.205,5.342,5.47,4.679,5.726,370,2.591800828619527,6.229781115798633,2.956923135133088,0.9704927317349444,7.4,0.0355382601280588,0.0617647058823529,0.0360118496574708,0.00162652900808,-0.0080736302876379,0.1320704137253149,0.0728263783397372,7,3,2026-04-27T02:48:15.989412+00:00
Glock-18 | Mirror Mosaic (Well-Worn),ok,,best_deal,2026-04-17T19:12:05.742911+00:00,6.92,,50,True,8,0.0113702753482795,0.0071022870574942,6.94875,7.02875,1/1,7.0035,6.915,6.547,6.65,7.35,7.607,6.359,7.692,390,9.995002498750614,15.135289498108095,5.25451559934319,0.9467823571945048,7.8,-0.022285227202149,-0.0735655441537793,-0.1638403339420819,-0.02952559566731,-0.0857626502115994,0.221996879875195,0.0,7,3,2026-04-27T02:48:27.172025+00:00
Glock-18 | Neo-Noir (Well-Worn),ok,,best_deal,2026-04-17T19:13:11.114176+00:00,36.99,,25,False,8,-0.0178516361760222,-0.011325281761866,37.20875,36.5525,1/1->1/1,42.5313,42.827,39.9726,41.382,43.4385,45.2418,38.998,45.3,27,4.835262500793532,12.388993517715182,6.711292624490666,0.9333504564877296,1.08,-0.0786032957216736,-0.0868211610486892,-0.0705691754222953,-0.0129695566220394,-0.0439963590159322,0.1942144523339571,0.0,7,3,2026-04-27T02:48:38.170003+00:00
Glock-18 | Snack Attack (Minimal Wear),ok,,best_deal,2026-04-17T19:23:27.777829+00:00,36.82,,50,True,8,-0.0440018264834683,-0.0373949109938722,38.3475,36.73125,1/1,45.8823,46.075,44.767,45.382,46.537,46.6471,42.725,49.143,62,2.517310596896845,4.0976585742214295,2.850772520122138,0.9716115029842648,1.24,-0.0655045913180064,-0.0671702891826686,-0.0796984383414107,-0.0116276666330647,-0.0358363597055473,0.099508484493856,0.0,7,3,2026-04-27T02:48:48.991424+00:00
Glock-18 | Vogue (Minimal Wear),ok,,best_deal,2026-04-17T19:27:25.157285+00:00,6.23,,50,True,8,0.0014938398456623,0.0,6.5375,6.547499999999999,1/1,7.907,7.86,7.355,7.581,8.193,8.487,6.88,9.498,936,7.739977235361062,14.3164284810927,6.386745921335524,0.9357506361323156,18.72,-0.036475481155589,-0.0243531202435312,-0.0201273885350318,-0.0110909254745097,-0.015568131102119,0.1021840873634946,0.0144305772230888,7,3,2026-04-27T02:49:00.163366+00:00
Glock-18 | Water Elemental (Field-Tested),ok,,best_deal,2026-04-17T20:09:42.577304+00:00,19.42,,50,True,8,0.0133352401868276,0.0111145296618633,19.78875,20.05875,1/1,22.914,22.858,22.051,22.606,23.5248,23.8682,19.884,26.45,370,4.009775682988554,7.930522824474134,3.5218643623985426,0.9646950739347272,7.4,-0.0033978177159201,-0.0368361186455509,-0.052178405372826,-0.0082723106565333,-0.0184870415141386,0.0687227470930233,0.0,7,3,2026-04-27T02:49:09.067922+00:00
Glock-18 | Water Elemental (Minimal Wear),ok,,best_deal,2026-04-17T20:09:47.204947+00:00,20.32,,50,True,8,-0.006887767244525,-0.0085042521260632,20.50875,20.36875,1/1,23.7966,23.7405,22.6445,23.117,24.191,25.137,21.726,29.973,316,4.513249791987082,10.474185387828513,4.605699973945858,0.9538341652450454,6.32,-0.0356545453628157,0.0412585910652918,0.0136530902400264,-0.0006113825389209,-0.0010285479147322,0.0666652915575173,0.0396237701367544,7,3,2026-04-27T02:49:17.835482+00:00
Glock-18 | Weasel (Factory New),ok,,best_deal,2026-04-17T20:10:10.438402+00:00,52.89,,50,True,8,0.0877532851109448,0.087199831350812,59.10125,64.76625,1/1,61.4886,60.322,59.399,59.8745,62.1595,66.1372,52.972,67.866,75,3.716135999193353,10.958454087424348,1.501091259192764,0.9846987831968436,1.5,0.0807011726924579,-0.0031838156040129,-0.0956643398724274,-0.0235270628417469,,0.1347129572638199,0.0132916340891321,7,3,2026-04-27T02:49:26.111602+00:00
Glock-18 | Winterized (Factory New),ok,,best_deal,2026-04-17T20:10:42.064122+00:00,4.2,,50,True,8,0.0692451471900981,0.0638882445850868,5.5625,5.97375,1/1,4.2298,4.077,3.908,3.974,4.324,5.0502,3.615,5.316,452,8.274622913612928,27.003640834082,3.99546077828739,0.9585479519254354,9.04,0.0493252136634042,-0.0213749999999999,-0.2683177570093457,-0.0352103616930168,-0.0725755627747692,0.3667135010857068,0.0,7,3,2026-04-27T02:49:34.687261+00:00
M4A1-S | Atomic Alloy (Minimal Wear),ok,,best_deal,2026-04-17T21:16:18.532320+00:00,57.97,,50,True,8,-0.016392118035562,-0.0114432165406175,57.50375,56.575,1/1,75.0411,69.668,68.625,69.2387,71.0695,71.382,66.954,344.528,66,2.4397296947939338,3.673986655312896,1.3899049987273724,0.9850289946603892,1.32,-0.0229814083250177,-0.0204184183334042,-0.0396933324082425,-0.0056778246540249,,0.0846187747906566,0.0,7,3,2026-04-27T02:49:45.885316+00:00
M4A1-S | Basilisk (Minimal Wear),ok,,best_deal,2026-04-17T21:16:48.743822+00:00,10.63,,50,True,8,-0.0011852294913855,0.0,11.02,11.00625,1/1,13.2861,13.259,11.975,12.523,13.7613,14.273,10.812,37.398,266,9.320267046010496,17.29627204371486,9.66423555445165,0.9031601176559316,5.32,-0.0818132434702543,0.1467684021543986,0.0942184154175587,0.0068386187754424,0.0275262592352798,0.1326810176125244,0.1326810176125244,7,3,2026-04-27T02:49:53.899770+00:00
M4A1-S | Blood Tiger (Factory New),ok,,best_deal,2026-04-17T21:17:28.054872+00:00,31.89,,50,True,8,0.0743167964490589,0.0692646556304686,37.2875,40.3425,1/1,34.533,34.4,32.088,33.2075,35.46,37.5298,27.187,40.97,100,6.522746358555579,15.75826021486694,6.695045318970254,0.9327906976744188,2.0,0.0169087683537496,0.0129181439802681,-0.187988136431043,-0.0168359457952713,-0.0414144789390542,0.2442624946734035,0.0127533938028854,7,3,2026-04-27T02:50:03.260351+00:00
M4A1-S | Blood Tiger (Minimal Wear),ok,,best_deal,2026-04-17T21:17:36.075009+00:00,5.8,,50,True,8,-0.0474683011089289,-0.0388310195524903,6.07625,5.80125,1/1,6.337,6.25,5.879,6.055,6.427,6.662,5.649,10.74,201,5.870285624112355,12.356004418494562,5.854505286413136,0.94064,4.02,-0.0919992796301598,0.0480285575206878,-0.0298888555121659,-0.0026373960846364,-0.0229309071462605,0.1230840687412912,0.0579037002631985,7,3,2026-04-27T02:50:12.438891+00:00
M4A1-S | Control Panel (Field-Tested),ok,,best_deal,2026-04-17T21:20:36.297566+00:00,14.52,,50,True,8,0.0163982172926333,0.0197786816950434,14.58375,14.8275,1/1,16.9193,17.076,15.845,16.384,17.461,17.687,12.82,19.038,157,6.365511575537984,10.886975229471672,7.275714716329872,0.9279105176856408,3.14,-0.0440189230482474,0.1365099400441778,0.0338730049374209,0.0065157999425291,0.0185258700511301,0.1201132829853397,0.1201132829853397,7,3,2026-04-27T02:50:21.201543+00:00
M4A1-S | Flashback (Battle-Scarred),ok,,best_deal,2026-04-17T21:23:43.631655+00:00,3.31,,50,True,8,-0.0094927232868358,-0.0108504256965943,3.45625,3.435,1/1,3.8875,3.906,3.5559,3.7948,4.016,4.205,2.923,4.436,192,5.690032154340837,16.697106109324764,9.00578778135049,0.91036866359447,3.84,-0.0858536938674524,0.0541925047182529,-0.0625749220810357,-0.0119218092010739,-0.0003724249956555,0.1335038363171356,0.0626598465473146,7,3,2026-04-27T02:50:31.504635+00:00
M4A1-S | Flashback (Field-Tested),ok,,best_deal,2026-04-17T21:24:04.211420+00:00,3.91,,50,True,8,-0.0035364120415666,-0.0012886597938144,3.8975,3.88375,1/1,4.7612,4.76,4.581,4.684,4.838,4.9616,4.256,6.222,609,3.2344787028480195,7.993783079895812,3.759556414349311,0.9623949579831934,12.18,-0.0187336679798998,0.0473707083876575,-0.0135079819893573,0.0023650031139519,0.0178420438713688,0.0788381742738588,0.0651452282157676,7,3,2026-04-27T02:50:41.490026+00:00
